"row"
"('19995', 'Avatar', '237000000', '2787965087', '150.437577', 'Action', '162.0', 'Avatar', '28')"
"('7485', 'Shooter', '61000000', '95696996', '37.378081', 'Drama', '124.0', 'Shooter', '18')"
"('7485', 'Shooter', '61000000', '95696996', '37.378081', 'Mystery', '124.0', 'Shooter', '9648')"
"('7485', 'Shooter', '61000000', '95696996', '37.378081', 'Thriller', '124.0', 'Shooter', '53')"
"('7485', 'Shooter', '61000000', '95696996', '37.378081', 'Crime', '124.0', 'Shooter', '80')"
"('170687', 'The Boxtrolls', '60000000', '108255770', '30.656345', 'Animation', '97.0', 'The Boxtrolls', '16')"
"('170687', 'The Boxtrolls', '60000000', '108255770', '30.656345', 'Comedy', '97.0', 'The Boxtrolls', '35')"
"('170687', 'The Boxtrolls', '60000000', '108255770', '30.656345', 'Family', '97.0', 'The Boxtrolls', '10751')"
"('170687', 'The Boxtrolls', '60000000', '108255770', '30.656345', 'Fantasy', '97.0', 'The Boxtrolls', '14')"
"('6435', 'Practical Magic', '75000000', '46683377', '15.142701', 'Drama', '104.0', 'Practical Magic', '18')"
"('6435', 'Practical Magic', '75000000', '46683377', '15.142701', 'Fantasy', '104.0', 'Practical Magic', '14')"
"('6435', 'Practical Magic', '75000000', '46683377', '15.142701', 'Comedy', '104.0', 'Practical Magic', '35')"
"('137106', 'The Lego Movie', '60000000', '469160692', '59.547928', 'Adventure', '100.0', 'The Lego Movie', '12')"
"('137106', 'The Lego Movie', '60000000', '469160692', '59.547928', 'Animation', '100.0', 'The Lego Movie', '16')"
"('137106', 'The Lego Movie', '60000000', '469160692', '59.547928', 'Comedy', '100.0', 'The Lego Movie', '35')"
"('137106', 'The Lego Movie', '60000000', '469160692', '59.547928', 'Family', '100.0', 'The Lego Movie', '10751')"
"('137106', 'The Lego Movie', '60000000', '469160692', '59.547928', 'Fantasy', '100.0', 'The Lego Movie', '14')"
"('10040', 'Miss Congeniality 2: Armed and Fabulous', '0', '0', '19.998581', 'Action', '115.0', 'Miss Congeniality 2: Armed and Fabulous', '28')"
"('10040', 'Miss Congeniality 2: Armed and Fabulous', '0', '0', '19.998581', 'Comedy', '115.0', 'Miss Congeniality 2: Armed and Fabulous', '35')"
"('6278', 'Reign of Fire', '60000000', '43061982', '27.615108', 'Adventure', '101.0', 'Reign of Fire', '12')"
"('6278', 'Reign of Fire', '60000000', '43061982', '27.615108', 'Action', '101.0', 'Reign of Fire', '28')"
"('6278', 'Reign of Fire', '60000000', '43061982', '27.615108', 'Fantasy', '101.0', 'Reign of Fire', '14')"
"('82682', 'Gangster Squad', '60000000', '105200903', '29.041198', 'Crime', '113.0', 'Gangster Squad', '80')"
"('82682', 'Gangster Squad', '60000000', '105200903', '29.041198', 'Drama', '113.0', 'Gangster Squad', '18')"
"('82682', 'Gangster Squad', '60000000', '105200903', '29.041198', 'Action', '113.0', 'Gangster Squad', '28')"
"('82682', 'Gangster Squad', '60000000', '105200903', '29.041198', 'Thriller', '113.0', 'Gangster Squad', '53')"
"('17610', 'Year One', '60000000', '62357900', '25.293538', 'Comedy', '97.0', 'Year One', '35')"
"('17610', 'Year One', '60000000', '62357900', '25.293538', 'Adventure', '97.0', 'Year One', '12')"
"('22954', 'Invictus', '60000000', '122233971', '23.85119', 'Drama', '134.0', 'Invictus', '18')"
"('22954', 'Invictus', '60000000', '122233971', '23.85119', 'History', '134.0', 'Invictus', '36')"
"('16995', 'State of Play', '60000000', '87784194', '21.685719', 'Action', '127.0', 'State of Play', '28')"
"('16558', 'Duplicity', '78146652', '60000000', '13.630049', 'Romance', '125.0', 'Duplicity', '10749')"
"('16558', 'Duplicity', '78146652', '60000000', '13.630049', 'Comedy', '125.0', 'Duplicity', '35')"
"('16558', 'Duplicity', '78146652', '60000000', '13.630049', 'Crime', '125.0', 'Duplicity', '80')"
"('9849', 'My Favorite Martian', '65000000', '36850101', '6.80692', 'Comedy', '94.0', 'My Favorite Martian', '35')"
"('9849', 'My Favorite Martian', '65000000', '36850101', '6.80692', 'Drama', '94.0', 'My Favorite Martian', '18')"
"('9849', 'My Favorite Martian', '65000000', '36850101', '6.80692', 'Family', '94.0', 'My Favorite Martian', '10751')"
"('9849', 'My Favorite Martian', '65000000', '36850101', '6.80692', 'Science Fiction', '94.0', 'My Favorite Martian', '878')"
"('5820', 'The Sentinel', '60000000', '77920346', '15.352807', 'Action', '108.0', 'The Sentinel', '28')"
"('5820', 'The Sentinel', '60000000', '77920346', '15.352807', 'Thriller', '108.0', 'The Sentinel', '53')"
"('5820', 'The Sentinel', '60000000', '77920346', '15.352807', 'Crime', '108.0', 'The Sentinel', '80')"
"('16866', 'Planet 51', '70000000', '104945765', '23.661071', 'Science Fiction', '91.0', 'Planet 51', '878')"
"('16866', 'Planet 51', '70000000', '104945765', '23.661071', 'Animation', '91.0', 'Planet 51', '16')"
"('16866', 'Planet 51', '70000000', '104945765', '23.661071', 'Family', '91.0', 'Planet 51', '10751')"
"('16866', 'Planet 51', '70000000', '104945765', '23.661071', 'Comedy', '91.0', 'Planet 51', '35')"
"('16866', 'Planet 51', '70000000', '104945765', '23.661071', 'Adventure', '91.0', 'Planet 51', '12')"
"('201', 'Star Trek: Nemesis', '60000000', '67312826', '21.605533', 'Science Fiction', '117.0', 'Star Trek: Nemesis', '878')"
"('201', 'Star Trek: Nemesis', '60000000', '67312826', '21.605533', 'Action', '117.0', 'Star Trek: Nemesis', '28')"
"('201', 'Star Trek: Nemesis', '60000000', '67312826', '21.605533', 'Adventure', '117.0', 'Star Trek: Nemesis', '12')"
"('201', 'Star Trek: Nemesis', '60000000', '67312826', '21.605533', 'Thriller', '117.0', 'Star Trek: Nemesis', '53')"
"('11775', 'Intolerable Cruelty', '60000000', '119940815', '22.620125', 'Crime', '100.0', 'Intolerable Cruelty', '80')"
"('11775', 'Intolerable Cruelty', '60000000', '119940815', '22.620125', 'Comedy', '100.0', 'Intolerable Cruelty', '35')"
"('11775', 'Intolerable Cruelty', '60000000', '119940815', '22.620125', 'Romance', '100.0', 'Intolerable Cruelty', '10749')"
"('87825', 'Trouble with the Curve', '0', '0', '18.587114', 'Drama', '111.0', 'Trouble with the Curve', '18')"
"('87825', 'Trouble with the Curve', '0', '0', '18.587114', 'Romance', '111.0', 'Trouble with the Curve', '10749')"
"('12201', 'Edge of Darkness', '80000000', '74901339', '24.657931', 'Crime', '117.0', 'Edge of Darkness', '80')"
"('12201', 'Edge of Darkness', '80000000', '74901339', '24.657931', 'Drama', '117.0', 'Edge of Darkness', '18')"
"('12201', 'Edge of Darkness', '80000000', '74901339', '24.657931', 'Mystery', '117.0', 'Edge of Darkness', '9648')"
"('12201', 'Edge of Darkness', '80000000', '74901339', '24.657931', 'Thriller', '117.0', 'Edge of Darkness', '53')"
"('11015', 'The Relic', '60000000', '33956608', '12.621769', 'Horror', '110.0', 'The Relic', '27')"
"('11015', 'The Relic', '60000000', '33956608', '12.621769', 'Mystery', '110.0', 'The Relic', '9648')"
"('11015', 'The Relic', '60000000', '33956608', '12.621769', 'Thriller', '110.0', 'The Relic', '53')"
"('9932', 'Analyze That', '60000000', '55003135', '21.08952', 'Comedy', '96.0', 'Analyze That', '35')"
"('9932', 'Analyze That', '60000000', '55003135', '21.08952', 'Crime', '96.0', 'Analyze That', '80')"
"('13389', 'Righteous Kill', '60000000', '73174566', '18.380176', 'Action', '101.0', 'Righteous Kill', '28')"
"('13389', 'Righteous Kill', '60000000', '73174566', '18.380176', 'Crime', '101.0', 'Righteous Kill', '80')"
"('13389', 'Righteous Kill', '60000000', '73174566', '18.380176', 'Drama', '101.0', 'Righteous Kill', '18')"
"('13389', 'Righteous Kill', '60000000', '73174566', '18.380176', 'Thriller', '101.0', 'Righteous Kill', '53')"
"('8838', 'Mercury Rising', '60000000', '0', '18.877795', 'Action', '111.0', 'Mercury Rising', '28')"
"('8838', 'Mercury Rising', '60000000', '0', '18.877795', 'Crime', '111.0', 'Mercury Rising', '80')"
"('8838', 'Mercury Rising', '60000000', '0', '18.877795', 'Drama', '111.0', 'Mercury Rising', '18')"
"('8838', 'Mercury Rising', '60000000', '0', '18.877795', 'Thriller', '111.0', 'Mercury Rising', '53')"
"('17332', 'The Soloist', '60000000', '31720158', '17.299333', 'Drama', '109.0', 'The Soloist', '18')"
"('4958', 'The Legend of Bagger Vance', '80000000', '39459427', '16.848899', 'Fantasy', '126.0', 'The Legend of Bagger Vance', '14')"
"('4958', 'The Legend of Bagger Vance', '80000000', '39459427', '16.848899', 'Drama', '126.0', 'The Legend of Bagger Vance', '18')"
"('786', 'Almost Famous', '60000000', '47383689', '21.547446', 'Drama', '122.0', 'Almost Famous', '18')"
"('786', 'Almost Famous', '60000000', '47383689', '21.547446', 'Music', '122.0', 'Almost Famous', '10402')"
"('9513', 'Garfield: A Tail of Two Kitties', '0', '141702264', '16.930969', 'Animation', '78.0', 'Garfield: A Tail of Two Kitties', '16')"
"('9513', 'Garfield: A Tail of Two Kitties', '0', '141702264', '16.930969', 'Comedy', '78.0', 'Garfield: A Tail of Two Kitties', '35')"
"('9513', 'Garfield: A Tail of Two Kitties', '0', '141702264', '16.930969', 'Family', '78.0', 'Garfield: A Tail of Two Kitties', '10751')"
"('11679', 'xXx: State of the Union', '60000000', '71073932', '36.689223', 'Action', '101.0', 'xXx: State of the Union', '28')"
"('11679', 'xXx: State of the Union', '60000000', '71073932', '36.689223', 'Adventure', '101.0', 'xXx: State of the Union', '12')"
"('11679', 'xXx: State of the Union', '60000000', '71073932', '36.689223', 'Crime', '101.0', 'xXx: State of the Union', '80')"
"('11679', 'xXx: State of the Union', '60000000', '71073932', '36.689223', 'Drama', '101.0', 'xXx: State of the Union', '18')"
"('11679', 'xXx: State of the Union', '60000000', '71073932', '36.689223', 'Mystery', '101.0', 'xXx: State of the Union', '9648')"
"('11679', 'xXx: State of the Union', '60000000', '71073932', '36.689223', 'Thriller', '101.0', 'xXx: State of the Union', '53')"
"('38321', 'Priest', '60000000', '78309131', '28.350927', 'Action', '87.0', 'Priest', '28')"
"('38321', 'Priest', '60000000', '78309131', '28.350927', 'Science Fiction', '87.0', 'Priest', '878')"
"('38321', 'Priest', '60000000', '78309131', '28.350927', 'Fantasy', '87.0', 'Priest', '14')"
"('38321', 'Priest', '60000000', '78309131', '28.350927', 'Thriller', '87.0', 'Priest', '53')"
"('38321', 'Priest', '60000000', '78309131', '28.350927', 'Horror', '87.0', 'Priest', '27')"
"('14411', 'Sinbad: Legend of the Seven Seas', '60000000', '26288320', '18.815442', 'Family', '86.0', 'Sinbad: Legend of the Seven Seas', '10751')"
"('14411', 'Sinbad: Legend of the Seven Seas', '60000000', '26288320', '18.815442', 'Animation', '86.0', 'Sinbad: Legend of the Seven Seas', '16')"
"('14411', 'Sinbad: Legend of the Seven Seas', '60000000', '26288320', '18.815442', 'Adventure', '86.0', 'Sinbad: Legend of the Seven Seas', '12')"
"('8413', 'Event Horizon', '60000000', '26673242', '29.787135', 'Horror', '96.0', 'Event Horizon', '27')"
"('8413', 'Event Horizon', '60000000', '26673242', '29.787135', 'Science Fiction', '96.0', 'Event Horizon', '878')"
"('8413', 'Event Horizon', '60000000', '26673242', '29.787135', 'Mystery', '96.0', 'Event Horizon', '9648')"
"('10052', 'Dragonfly', '60000000', '52322400', '8.927137', 'Drama', '104.0', 'Dragonfly', '18')"
"('9676', 'The Black Dahlia', '50000000', '49111202', '15.213484', 'Drama', '121.0', 'The Black Dahlia', '18')"
"('9664', 'Flyboys', '60000000', '17800000', '13.155999', 'Action', '140.0', 'Flyboys', '28')"
"('9664', 'Flyboys', '60000000', '17800000', '13.155999', 'Adventure', '140.0', 'Flyboys', '12')"
"('9664', 'Flyboys', '60000000', '17800000', '13.155999', 'Drama', '140.0', 'Flyboys', '18')"
"('9664', 'Flyboys', '60000000', '17800000', '13.155999', 'History', '140.0', 'Flyboys', '36')"
"('9664', 'Flyboys', '60000000', '17800000', '13.155999', 'Romance', '140.0', 'Flyboys', '10749')"
"('9664', 'Flyboys', '60000000', '17800000', '13.155999', 'War', '140.0', 'Flyboys', '10752')"
"('2100', 'The Last Castle', '72000000', '27642707', '15.433244', 'Action', '131.0', 'The Last Castle', '28')"
"('2100', 'The Last Castle', '72000000', '27642707', '15.433244', 'Drama', '131.0', 'The Last Castle', '18')"
"('2100', 'The Last Castle', '72000000', '27642707', '15.433244', 'Thriller', '131.0', 'The Last Castle', '53')"
"('10384', 'Supernova', '90000000', '14828081', '5.762037', 'Horror', '91.0', 'Supernova', '27')"
"('10384', 'Supernova', '90000000', '14828081', '5.762037', 'Science Fiction', '91.0', 'Supernova', '878')"
"('10384', 'Supernova', '90000000', '14828081', '5.762037', 'Thriller', '91.0', 'Supernova', '53')"
"('137321', ""Winter's Tale"", '60000000', '30800231', '22.736038', 'Drama', '118.0', ""Winter's Tale"", '18')"
"('137321', ""Winter's Tale"", '60000000', '30800231', '22.736038', 'Fantasy', '118.0', ""Winter's Tale"", '14')"
"('137321', ""Winter's Tale"", '60000000', '30800231', '22.736038', 'Mystery', '118.0', ""Winter's Tale"", '9648')"
"('137321', ""Winter's Tale"", '60000000', '30800231', '22.736038', 'Romance', '118.0', ""Winter's Tale"", '10749')"
"('123553', 'The Mortal Instruments: City of Bones', '60000000', '90565421', '45.514031', 'Action', '130.0', 'The Mortal Instruments: City of Bones', '28')"
"('123553', 'The Mortal Instruments: City of Bones', '60000000', '90565421', '45.514031', 'Adventure', '130.0', 'The Mortal Instruments: City of Bones', '12')"
"('123553', 'The Mortal Instruments: City of Bones', '60000000', '90565421', '45.514031', 'Drama', '130.0', 'The Mortal Instruments: City of Bones', '18')"
"('123553', 'The Mortal Instruments: City of Bones', '60000000', '90565421', '45.514031', 'Mystery', '130.0', 'The Mortal Instruments: City of Bones', '9648')"
"('123553', 'The Mortal Instruments: City of Bones', '60000000', '90565421', '45.514031', 'Romance', '130.0', 'The Mortal Instruments: City of Bones', '10749')"
"('123553', 'The Mortal Instruments: City of Bones', '60000000', '90565421', '45.514031', 'Fantasy', '130.0', 'The Mortal Instruments: City of Bones', '14')"
"('11260', 'Meet Dave', '60000000', '50650079', '18.676291', 'Comedy', '90.0', 'Meet Dave', '35')"
"('11260', 'Meet Dave', '60000000', '50650079', '18.676291', 'Science Fiction', '90.0', 'Meet Dave', '878')"
"('11260', 'Meet Dave', '60000000', '50650079', '18.676291', 'Adventure', '90.0', 'Meet Dave', '12')"
"('11260', 'Meet Dave', '60000000', '50650079', '18.676291', 'Family', '90.0', 'Meet Dave', '10751')"
"('9009', 'Dark Water', '30000000', '25473093', '14.376463', 'Drama', '105.0', 'Dark Water', '18')"
"('9009', 'Dark Water', '30000000', '25473093', '14.376463', 'Horror', '105.0', 'Dark Water', '27')"
"('9009', 'Dark Water', '30000000', '25473093', '14.376463', 'Thriller', '105.0', 'Dark Water', '53')"
"('11374', 'Edtv', '80000000', '0', '14.298297', 'Comedy', '122.0', 'Edtv', '35')"
"('2309', 'Inkheart', '60000000', '57490374', '27.018886', 'Adventure', '106.0', 'Inkheart', '12')"
"('2309', 'Inkheart', '60000000', '57490374', '27.018886', 'Family', '106.0', 'Inkheart', '10751')"
"('2309', 'Inkheart', '60000000', '57490374', '27.018886', 'Fantasy', '106.0', 'Inkheart', '14')"
"('8285', 'The Spirit', '60000000', '39031337', '14.84856', 'Action', '103.0', 'The Spirit', '28')"
"('8285', 'The Spirit', '60000000', '39031337', '14.84856', 'Comedy', '103.0', 'The Spirit', '35')"
"('8285', 'The Spirit', '60000000', '39031337', '14.84856', 'Thriller', '103.0', 'The Spirit', '53')"
"('8285', 'The Spirit', '60000000', '39031337', '14.84856', 'Crime', '103.0', 'The Spirit', '80')"
"('8285', 'The Spirit', '60000000', '39031337', '14.84856', 'Science Fiction', '103.0', 'The Spirit', '878')"
"('210860', 'Mortdecai', '60000000', '30418560', '52.417529', 'Comedy', '106.0', 'Mortdecai', '35')"
"('210860', 'Mortdecai', '60000000', '30418560', '52.417529', 'Adventure', '106.0', 'Mortdecai', '12')"
"('2312', 'In the Name of the King: A Dungeon Siege Tale', '60000000', '0', '15.406173', 'Adventure', '127.0', 'In the Name of the King: A Dungeon Siege Tale', '12')"
"('2312', 'In the Name of the King: A Dungeon Siege Tale', '60000000', '0', '15.406173', 'Fantasy', '127.0', 'In the Name of the King: A Dungeon Siege Tale', '14')"
"('2312', 'In the Name of the King: A Dungeon Siege Tale', '60000000', '0', '15.406173', 'Action', '127.0', 'In the Name of the King: A Dungeon Siege Tale', '28')"
"('2312', 'In the Name of the King: A Dungeon Siege Tale', '60000000', '0', '15.406173', 'Drama', '127.0', 'In the Name of the King: A Dungeon Siege Tale', '18')"
"('9839', 'Beyond Borders', '35000000', '0', '6.523472', 'Drama', '127.0', 'Beyond Borders', '18')"
"('9839', 'Beyond Borders', '35000000', '0', '6.523472', 'Romance', '127.0', 'Beyond Borders', '10749')"
"('9839', 'Beyond Borders', '35000000', '0', '6.523472', 'Adventure', '127.0', 'Beyond Borders', '12')"
"('9839', 'Beyond Borders', '35000000', '0', '6.523472', 'War', '127.0', 'Beyond Borders', '10752')"
"('381902', 'è¥¿æ¸¸è®°ä¹‹å\xad™æ‚Ÿç©ºä¸‰æ‰“ç™½éª¨ç²¾', '68490000', '193677158', '4.72629', 'Action', '120.0', 'The Monkey King 2', '28')"
"('381902', 'è¥¿æ¸¸è®°ä¹‹å\xad™æ‚Ÿç©ºä¸‰æ‰“ç™½éª¨ç²¾', '68490000', '193677158', '4.72629', 'Adventure', '120.0', 'The Monkey King 2', '12')"
"('381902', 'è¥¿æ¸¸è®°ä¹‹å\xad™æ‚Ÿç©ºä¸‰æ‰“ç™½éª¨ç²¾', '68490000', '193677158', '4.72629', 'Fantasy', '120.0', 'The Monkey King 2', '14')"
"('13922', 'The Great Raid', '80000000', '10166502', '8.923215', 'Action', '132.0', 'The Great Raid', '28')"
"('13922', 'The Great Raid', '80000000', '10166502', '8.923215', 'History', '132.0', 'The Great Raid', '36')"
"('13922', 'The Great Raid', '80000000', '10166502', '8.923215', 'War', '132.0', 'The Great Raid', '10752')"
"('293660', 'Deadpool', '58000000', '783112979', '514.569956', 'Action', '108.0', 'Deadpool', '28')"
"('293660', 'Deadpool', '58000000', '783112979', '514.569956', 'Adventure', '108.0', 'Deadpool', '12')"
"('293660', 'Deadpool', '58000000', '783112979', '514.569956', 'Comedy', '108.0', 'Deadpool', '35')"
"('9713', 'Holy Man', '60000000', '0', '9.265672', 'Drama', '114.0', 'Holy Man', '18')"
"('9713', 'Holy Man', '60000000', '0', '9.265672', 'Comedy', '114.0', 'Holy Man', '35')"
"('190859', 'American Sniper', '58800000', '542307423', '87.53437', 'War', '133.0', 'American Sniper', '10752')"
"('190859', 'American Sniper', '58800000', '542307423', '87.53437', 'Action', '133.0', 'American Sniper', '28')"
"('257445', 'Goosebumps', '58000000', '158162788', '45.351617', 'Adventure', '103.0', 'Goosebumps', '12')"
